,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays,region,urban
2515,1,37.0,,,28.0,1.0,H35803-04-01,1,,,1,0
2516,1,27.0,73.0,19.0,28.0,0.0,H35804-04-01,1,12.0,6.0,1,0
2517,1,65.0,,,28.0,0.0,H35805-04-01,1,,7.0,1,0
2518,1,32.0,,19.0,28.0,1.0,H35806-04-01,0,17.0,,1,0
2519,1,38.0,,,17.0,0.0,H35807-04-01,1,,,1,0
2520,1,45.0,,,28.0,1.0,H35808-04-01,0,12.0,7.0,1,0
2521,1,21.0,,,28.0,0.0,H35809-04-01,0,13.0,,1,0
2522,1,24.0,,19.0,28.0,1.0,H35810-04-01,0,31.0,,1,0
2523,1,53.0,,,35.0,0.0,H35901-04-01,0,17.0,,2,0
2524,1,41.0,,,35.0,1.0,H35902-04-01,0,33.0,7.0,2,0
2525,2,41.0,,,45.0,0.0,H35903-04-01,0,14.0,,2,0
2526,1,25.0,3.0,18.0,45.0,1.0,H35904-04-01,0,31.0,4.0,2,0
2527,1,49.0,,,35.0,1.0,H35905-04-01,0,51.0,,2,0
2528,2,51.0,,,34.0,0.0,H35906-04-01,1,,,2,0
2529,2,80.0,,,96.0,1.0,H35907-04-01,1,,8.0,2,0
2530,1,58.0,,,31.0,1.0,H35908-04-01,0,16.0,,2,0
2531,1,20.0,10.0,19.0,31.0,0.0,H35909-04-01,0,,7.0,2,0
2532,2,45.0,,,35.0,1.0,H35910-04-01,0,51.0,7.0,2,0
2533,1,35.0,,,45.0,1.0,H36001-04-01,0,51.0,,2,0
2534,1,52.0,,,45.0,1.0,H36002-04-01,1,,,2,0
2535,2,23.0,,,45.0,1.0,H36003-04-01,0,51.0,7.0,2,0
2536,1,33.0,2.0,19.0,45.0,1.0,H36004-04-01,0,33.0,,2,0
2537,1,30.0,2.0,19.0,45.0,1.0,H36005-04-01,0,15.0,,2,0
2538,1,49.0,16.0,19.0,45.0,1.0,H36006-04-01,0,32.0,7.0,2,0
2539,1,33.0,13.0,19.0,45.0,0.0,H36007-04-01,0,32.0,,2,0
2540,1,60.0,,,45.0,0.0,H36008-04-01,0,32.0,,2,0
2541,2,31.0,16.0,99.0,45.0,1.0,H36009-04-01,1,,,2,0
2542,2,25.0,33.0,19.0,34.0,1.0,H36010-04-01,0,17.0,7.0,2,0
2543,1,26.0,,5.0,35.0,1.0,H36101-04-01,0,32.0,,2,0
2544,2,41.0,,9.0,35.0,1.0,H36102-04-01,0,15.0,,2,0
2545,1,42.0,16.0,10.0,35.0,1.0,H36103-04-01,0,51.0,,2,0
2546,1,50.0,,,18.0,1.0,H36104-04-01,0,14.0,,2,0
2547,2,38.0,,,35.0,1.0,H36105-04-01,0,32.0,,2,0
2548,2,44.0,,,17.0,1.0,H36106-04-01,0,17.0,,2,0
2549,2,23.0,34.0,4.0,35.0,1.0,H36107-04-01,0,34.0,,2,0
2550,1,36.0,,,35.0,0.0,H36108-04-01,0,33.0,,2,0
2551,1,31.0,,5.0,35.0,1.0,H36109-04-01,0,32.0,,2,0
2552,2,32.0,71.0,19.0,35.0,1.0,H36110-04-01,0,17.0,,2,0
2553,2,27.0,,,35.0,1.0,H36201-04-01,0,36.0,,2,1
2554,1,33.0,14.0,19.0,35.0,0.0,H36202-04-01,0,17.0,,2,1
2555,2,44.0,,,35.0,1.0,H36203-04-01,0,14.0,,2,0
2556,1,65.0,,,35.0,0.0,H36204-04-01,0,22.0,3.0,2,0
2557,1,81.0,,,35.0,1.0,H36205-04-01,1,14.0,28.0,2,1
2558,1,34.0,31.0,1.0,35.0,1.0,H36206-04-01,0,41.0,,2,1
2559,1,35.0,,4.0,35.0,1.0,H36207-04-01,0,15.0,,2,1
2560,1,71.0,,,35.0,1.0,H36208-04-01,0,21.0,,2,0
2561,2,92.0,,,35.0,0.0,H36209-04-01,1,,30.0,2,1
2562,1,55.0,16.0,19.0,35.0,,H36210-04-01,0,61.0,,2,1
2563,1,30.0,,,45.0,1.0,H36301-04-01,0,51.0,,2,1
2564,1,39.0,8.0,10.0,18.0,1.0,H36302-04-01,0,34.0,,2,1
2565,1,29.0,,,35.0,1.0,H36303-04-01,0,61.0,,2,1
2566,2,66.0,,,18.0,1.0,H36304-04-01,1,,,2,1
2567,2,35.0,,,31.0,1.0,H36305-04-01,0,61.0,,2,1
2568,1,29.0,,19.0,18.0,1.0,H36306-04-01,1,13.0,,2,1
2569,1,29.0,8.0,10.0,18.0,1.0,H36307-04-01,0,51.0,,2,1
2570,1,53.0,,,45.0,1.0,H36308-04-01,0,51.0,,2,1
2571,1,62.0,,,18.0,,H36309-04-01,0,17.0,,2,1
2572,2,24.0,41.0,1.0,18.0,1.0,H36310-04-01,0,34.0,4.0,2,1
2573,1,77.0,,,45.0,1.0,H36401-04-01,1,,,2,0
2574,1,25.0,,88.0,45.0,0.0,H36402-04-01,0,33.0,,2,0
2575,2,51.0,,,45.0,1.0,H36403-04-01,1,12.0,21.0,2,0
2576,1,50.0,12.0,19.0,45.0,1.0,H36404-04-01,1,11.0,,2,0
2577,2,40.0,,,45.0,1.0,H36405-04-01,1,12.0,,2,0
2578,1,65.0,73.0,19.0,45.0,1.0,H36406-04-01,0,13.0,,2,0
2579,1,35.0,,,45.0,1.0,H36407-04-01,0,31.0,14.0,2,0
2580,2,36.0,41.0,1.0,45.0,1.0,H36408-04-01,0,51.0,,2,0
2581,2,70.0,,,45.0,1.0,H36409-04-01,1,11.0,30.0,2,0
2582,1,44.0,,,45.0,1.0,H36410-04-01,1,12.0,,2,0
2583,2,28.0,1.0,19.0,45.0,1.0,H36501-04-01,0,31.0,21.0,2,0
2584,1,70.0,,,45.0,1.0,H36502-04-01,0,21.0,30.0,2,0
2585,1,45.0,8.0,19.0,45.0,1.0,H36503-04-01,0,51.0,,2,0
2586,2,52.0,,,45.0,1.0,H36504-04-01,1,,12.0,2,0
2587,1,43.0,,,45.0,1.0,H36505-04-01,0,16.0,,2,0
2588,1,40.0,16.0,19.0,45.0,1.0,H36506-04-01,0,41.0,,2,0
2589,1,28.0,11.0,19.0,45.0,1.0,H36507-04-01,0,34.0,14.0,2,0
2590,1,31.0,,,45.0,1.0,H36508-04-01,0,16.0,,2,0
2591,1,59.0,,,45.0,0.0,H36509-04-01,0,14.0,,2,0
2592,2,78.0,,,45.0,1.0,H36601-04-01,1,,30.0,2,0
2593,1,19.0,,,45.0,0.0,H36602-04-01,0,34.0,3.0,2,0
2594,1,28.0,,,45.0,1.0,H36603-04-01,0,34.0,,2,0
2595,2,38.0,,,18.0,1.0,H36604-04-01,0,51.0,10.0,2,1
2596,1,46.0,13.0,4.0,45.0,1.0,H36605-04-01,0,32.0,,2,0
2597,1,48.0,,,45.0,1.0,H36606-04-01,0,15.0,,2,0
2598,1,81.0,,,45.0,1.0,H36607-04-01,0,13.0,,2,0
2599,1,36.0,,,35.0,1.0,H36608-04-01,0,51.0,4.0,2,0
2600,1,39.0,,,45.0,1.0,H36609-04-01,0,41.0,,2,0
2601,1,25.0,3.0,10.0,45.0,1.0,H36610-04-01,0,17.0,,2,0
2602,1,43.0,,,28.0,1.0,H36701-04-01,0,17.0,,2,0
2603,1,51.0,,,35.0,0.0,H36702-04-01,0,17.0,,2,0
2604,1,54.0,,,35.0,0.0,H36703-04-01,0,17.0,30.0,2,0
2605,1,57.0,,,45.0,1.0,H36704-04-01,1,14.0,,2,0
2606,1,64.0,,,45.0,1.0,H36705-04-01,0,51.0,,2,0
2607,1,52.0,,,45.0,1.0,H36706-04-01,0,41.0,,2,0
2608,2,29.0,,19.0,35.0,1.0,H36707-04-01,0,14.0,30.0,2,0
2609,2,56.0,,,35.0,1.0,H36708-04-01,0,32.0,14.0,2,0
2610,1,46.0,,,45.0,0.0,H36709-04-01,1,,7.0,2,0
2611,1,22.0,14.0,1.0,45.0,0.0,H36710-04-01,0,16.0,,2,0
2612,1,37.0,,,45.0,0.0,H36801-04-01,1,,,2,0
2613,1,40.0,,,34.0,0.0,H36802-04-01,0,15.0,,2,0
2614,1,63.0,,,31.0,1.0,H36803-04-01,0,16.0,,2,0
2615,2,36.0,17.0,19.0,35.0,0.0,H36804-04-01,0,13.0,,2,0
2616,1,30.0,17.0,19.0,35.0,0.0,H36805-04-01,1,12.0,,2,0
2617,1,41.0,,,35.0,0.0,H36806-04-01,0,14.0,,2,0
2618,1,35.0,,,31.0,0.0,H36807-04-01,1,12.0,,2,0
2619,1,44.0,,,96.0,1.0,H36809-04-01,1,12.0,,2,0
2620,1,33.0,73.0,10.0,35.0,0.0,H36810-04-01,0,31.0,,2,0
2621,1,67.0,,,21.0,1.0,H36901-04-01,1,,17.0,2,0
2622,2,50.0,,,35.0,1.0,H36902-04-01,1,,,2,0
2623,2,47.0,,,17.0,1.0,H36903-04-01,1,16.0,30.0,2,0
2624,2,32.0,15.0,19.0,35.0,,H36904-04-01,0,17.0,,2,0
2625,2,23.0,,,31.0,1.0,H36905-04-01,0,14.0,,2,0
2626,1,41.0,51.0,19.0,35.0,1.0,H36906-04-01,0,15.0,,2,0
2627,1,68.0,,,35.0,1.0,H36907-04-01,0,,5.0,2,0
2628,2,23.0,17.0,19.0,28.0,1.0,H36908-04-01,0,17.0,7.0,2,0
2629,1,22.0,11.0,5.0,45.0,0.0,H36909-04-01,0,16.0,,2,0
2630,1,30.0,,,35.0,1.0,H36910-04-01,0,15.0,30.0,2,0
2631,2,27.0,,,35.0,1.0,H37001-04-01,0,17.0,,2,1
2632,2,53.0,,,18.0,0.0,H37002-04-01,1,,,2,1
2633,1,51.0,,,21.0,1.0,H37003-04-01,0,17.0,,2,1
2634,1,33.0,,,35.0,1.0,H37004-04-01,0,16.0,,2,1
2635,1,31.0,,,34.0,1.0,H37005-04-01,0,32.0,,2,1
2636,1,30.0,71.0,4.0,35.0,1.0,H37006-04-01,0,34.0,,2,1
2637,2,61.0,,,62.0,0.0,H37007-04-01,1,12.0,30.0,2,1
2638,2,39.0,12.0,19.0,35.0,1.0,H37008-04-01,0,31.0,,2,1
2639,2,54.0,,88.0,35.0,1.0,H37009-04-01,0,17.0,,2,1
2640,1,26.0,,,35.0,1.0,H37010-04-01,0,34.0,,2,1
2641,2,53.0,,,45.0,1.0,H37101-04-01,1,,14.0,2,0
2642,2,54.0,,,45.0,1.0,H37102-04-01,1,13.0,,2,0
2643,1,35.0,,,45.0,1.0,H37103-04-01,1,17.0,,2,0
2644,1,33.0,,,45.0,1.0,H37104-04-01,0,51.0,,2,0
2645,1,27.0,,,45.0,1.0,H37105-04-01,0,31.0,,2,0
2646,1,29.0,13.0,19.0,45.0,1.0,H37106-04-01,0,17.0,,2,0
2647,1,29.0,,,45.0,1.0,H37107-04-01,0,16.0,,2,0
2648,2,23.0,,,45.0,1.0,H37108-04-01,0,16.0,,2,0
2649,2,61.0,,,45.0,1.0,H37109-04-01,0,12.0,,2,0
2650,1,76.0,,,45.0,1.0,H37110-04-01,0,22.0,10.0,2,0
2651,1,51.0,73.0,19.0,18.0,1.0,H37201-04-01,0,17.0,,2,0
2652,1,40.0,16.0,19.0,18.0,1.0,H37202-04-01,0,15.0,,2,0
2653,1,38.0,13.0,19.0,18.0,1.0,H37203-04-01,0,17.0,,2,0
2654,2,26.0,16.0,1.0,18.0,1.0,H37204-04-01,1,16.0,,2,0
2655,1,31.0,,,18.0,1.0,H37205-04-01,1,,,2,0
2656,1,35.0,12.0,19.0,18.0,1.0,H37206-04-01,0,32.0,,2,0
2657,1,51.0,,,18.0,0.0,H37207-04-01,1,,,2,0
2658,2,40.0,,,18.0,1.0,H37208-04-01,0,17.0,,2,0
2659,1,37.0,17.0,19.0,18.0,1.0,H37209-04-01,0,17.0,,2,0
2660,1,26.0,12.0,19.0,18.0,1.0,H37210-04-01,1,14.0,,2,0
2661,1,70.0,,,45.0,1.0,H37301-04-01,1,,30.0,2,0
2662,2,39.0,,,45.0,1.0,H37302-04-01,1,14.0,,2,0
2663,2,34.0,,,45.0,1.0,H37303-04-01,0,16.0,14.0,2,0
2664,1,60.0,,,45.0,1.0,H37304-04-01,0,34.0,7.0,2,0
2665,1,43.0,,,45.0,1.0,H37305-04-01,0,15.0,30.0,2,0
2666,1,24.0,17.0,19.0,45.0,1.0,H37306-04-01,0,34.0,7.0,2,0
2667,1,68.0,,,45.0,1.0,H37307-04-01,0,51.0,,2,0
2668,2,59.0,,,45.0,1.0,H37308-04-01,1,12.0,8.0,2,0
2669,1,28.0,16.0,19.0,45.0,1.0,H37309-04-01,1,16.0,,2,0
2670,1,52.0,,,45.0,1.0,H37310-04-01,0,34.0,,2,0
2671,1,59.0,,,31.0,1.0,H37401-04-01,0,34.0,,2,0
2672,2,40.0,21.0,8.0,18.0,1.0,H37402-04-01,0,51.0,8.0,2,0
2673,2,43.0,1.0,19.0,35.0,1.0,H37403-04-01,1,,,2,0
2674,1,40.0,4.0,19.0,31.0,1.0,H37404-04-01,0,32.0,,2,0
2675,1,50.0,,,31.0,1.0,H37405-04-01,0,15.0,,2,0
2676,2,68.0,,,18.0,1.0,H37406-04-01,1,,,2,0
2677,2,32.0,,,31.0,1.0,H37407-04-01,1,,,2,0
2678,1,20.0,17.0,19.0,31.0,1.0,H37408-04-01,1,14.0,,2,0
2679,1,31.0,,,18.0,1.0,H37409-04-01,0,61.0,,2,0
2680,1,37.0,,,31.0,1.0,H37410-04-01,0,15.0,,2,0
2681,1,69.0,,,18.0,1.0,H37501-04-01,0,22.0,14.0,2,0
2682,1,51.0,,,18.0,1.0,H37502-04-01,0,32.0,,2,0
2683,1,33.0,,,18.0,1.0,H37503-04-01,0,15.0,,2,0
2684,1,43.0,,,18.0,1.0,H37504-04-01,1,13.0,,2,0
2685,1,46.0,,,18.0,1.0,H37505-04-01,0,16.0,,2,0
2686,2,34.0,,,45.0,1.0,H37506-04-01,1,17.0,8.0,2,0
2687,1,36.0,,19.0,18.0,1.0,H37507-04-01,0,16.0,,2,0
2688,1,55.0,,,18.0,1.0,H37508-04-01,0,51.0,,2,0
2689,1,46.0,,,18.0,1.0,H37509-04-01,0,41.0,,2,0
2690,1,44.0,22.0,19.0,18.0,0.0,H37510-04-01,0,15.0,,2,0
2691,1,47.0,,,18.0,1.0,H37601-04-01,0,51.0,,2,0
2692,2,54.0,1.0,19.0,18.0,1.0,H37602-04-02,0,16.0,14.0,2,0
2693,2,31.0,17.0,21.0,14.0,1.0,H37603-04-01,0,17.0,,2,0
2694,1,36.0,,,18.0,0.0,H37604-04-01,0,33.0,4.0,2,0
2695,1,35.0,,,18.0,1.0,H37605-04-01,1,13.0,,2,0
2696,1,51.0,,,18.0,1.0,H37606-04-01,0,51.0,,2,0
2697,2,34.0,17.0,19.0,18.0,1.0,H37607-04-01,0,33.0,,2,0
2698,1,56.0,,,18.0,1.0,H37608-04-01,0,34.0,,2,1
2699,2,27.0,5.0,19.0,96.0,1.0,H37609-04-01,1,15.0,,2,1
2700,1,50.0,,,18.0,1.0,H37610-04-01,1,16.0,,2,0
2701,1,37.0,2.0,10.0,21.0,0.0,H37701-04-01,0,13.0,7.0,2,0
2702,1,62.0,,,35.0,0.0,H37702-04-01,0,17.0,14.0,2,0
2703,1,70.0,,,35.0,0.0,H37703-04-01,0,15.0,30.0,2,0
2704,1,26.0,4.0,5.0,35.0,0.0,H37704-04-01,0,32.0,7.0,2,0
2705,1,42.0,,,31.0,0.0,H37705-04-01,0,33.0,,2,0
2706,2,57.0,,,47.0,,H37706-04-01,1,,1.0,2,0
2707,1,51.0,,,35.0,0.0,H37707-04-01,1,,,2,0
2708,1,29.0,,,96.0,1.0,H37708-04-01,0,32.0,,2,0
2709,1,50.0,,,96.0,1.0,H37709-04-01,1,,,2,0
2710,2,58.0,73.0,19.0,17.0,1.0,H37710-04-01,0,13.0,30.0,2,0
2711,1,19.0,,,18.0,1.0,H37801-04-01,0,,,2,0
2712,1,32.0,3.0,14.0,18.0,1.0,H37802-04-01,0,33.0,,2,0
2713,1,23.0,17.0,19.0,18.0,0.0,H37803-04-01,0,34.0,,2,0
2714,2,74.0,,,18.0,1.0,H37804-04-01,0,13.0,14.0,2,0
2715,1,27.0,23.0,99.0,18.0,1.0,H37805-04-01,1,16.0,,2,0
2716,2,93.0,,,18.0,1.0,H37806-04-01,1,14.0,14.0,2,0
2717,1,34.0,17.0,19.0,18.0,1.0,H37807-04-01,0,33.0,8.0,2,0
2718,2,76.0,,,18.0,1.0,H37808-04-01,1,13.0,,2,0
2719,2,44.0,1.0,99.0,18.0,1.0,H37809-04-01,1,,7.0,2,0
2720,2,56.0,2.0,99.0,18.0,0.0,H37810-04-01,1,14.0,,2,0
2721,1,44.0,,,35.0,1.0,H37901-04-01,1,,30.0,2,1
2722,1,50.0,,,24.0,1.0,H37902-04-01,1,13.0,,2,0
2723,1,37.0,15.0,19.0,35.0,1.0,H37903-04-01,0,15.0,,2,0
2724,1,39.0,,,35.0,1.0,H37905-04-01,0,31.0,5.0,2,0
2725,1,61.0,,,35.0,1.0,H37906-04-01,1,,7.0,2,0
2726,1,55.0,73.0,19.0,35.0,1.0,H37907-04-01,1,,30.0,2,0
2727,1,50.0,,,35.0,1.0,H37908-04-01,0,16.0,,2,0
2728,1,80.0,,,35.0,1.0,H37909-04-01,1,14.0,25.0,2,0
2729,2,18.0,15.0,5.0,35.0,1.0,H37910-04-01,1,16.0,14.0,2,0
2730,1,54.0,,,47.0,1.0,H38001-04-01,1,,,2,1
2731,1,67.0,,,45.0,0.0,H38002-04-01,0,16.0,30.0,2,0
2732,2,58.0,,,35.0,1.0,H38003-04-01,0,13.0,20.0,2,0
2733,1,43.0,,,32.0,1.0,H38004-04-01,1,12.0,,2,0
2734,1,26.0,1.0,19.0,18.0,1.0,H38006-04-01,1,12.0,,2,0
2735,2,41.0,31.0,19.0,30.0,1.0,H38007-04-01,0,17.0,,2,0
2736,1,28.0,17.0,19.0,45.0,1.0,H38008-04-01,0,33.0,,2,0
2737,1,39.0,73.0,19.0,35.0,1.0,H38009-04-01,0,41.0,,2,1
2738,1,28.0,,,35.0,1.0,H38010-04-01,0,15.0,,2,1
2739,1,41.0,,,65.0,1.0,H38101-04-01,0,16.0,,2,0
2740,1,55.0,,,65.0,1.0,H38102-04-01,1,14.0,,2,0
2741,1,35.0,17.0,1.0,65.0,1.0,H38103-04-01,0,33.0,,2,0
2742,1,62.0,,,65.0,1.0,H38104-04-01,0,14.0,,2,0
2743,1,33.0,17.0,18.0,65.0,1.0,H38105-04-01,1,15.0,,2,0
2744,2,61.0,,,65.0,1.0,H38106-04-01,1,,,2,0
2745,1,31.0,17.0,18.0,65.0,1.0,H38107-04-01,0,13.0,,2,0
2746,1,27.0,,19.0,65.0,1.0,H38108-04-01,1,16.0,14.0,2,0
2747,1,54.0,,,65.0,1.0,H38109-04-01,0,51.0,3.0,2,0
2748,1,40.0,1.0,19.0,65.0,1.0,H38110-04-01,0,17.0,,2,0
2749,1,60.0,,,45.0,1.0,H38201-04-01,0,31.0,7.0,2,0
2750,2,48.0,,,21.0,1.0,H38202-04-01,1,,,2,0
2751,1,32.0,,,34.0,1.0,H38203-04-01,0,17.0,7.0,2,0
2752,2,35.0,,,17.0,0.0,H38204-04-01,0,14.0,,2,0
2753,2,40.0,,,45.0,1.0,H38205-04-01,0,13.0,19.0,2,0
2754,2,30.0,17.0,19.0,47.0,1.0,H38206-04-01,0,17.0,14.0,2,0
2755,1,40.0,,,45.0,,H38207-04-01,0,13.0,,2,0
2756,1,49.0,,1.0,47.0,1.0,H38208-04-01,0,51.0,,2,0
2757,2,59.0,,,45.0,0.0,H38209-04-01,1,13.0,23.0,2,0
2758,1,61.0,,,45.0,1.0,H38210-04-01,0,34.0,,2,0
2759,1,31.0,,19.0,55.0,1.0,H38301-04-01,0,15.0,,3,0
2760,1,33.0,,,55.0,1.0,H38302-04-01,0,13.0,,3,0
2761,1,39.0,,,55.0,0.0,H38303-04-01,0,14.0,3.0,3,0
2762,1,35.0,,,55.0,1.0,H38304-04-01,0,15.0,3.0,3,0
2763,1,45.0,,,55.0,0.0,H38305-04-01,0,17.0,,3,0
2764,2,40.0,1.0,19.0,55.0,1.0,H38308-04-01,1,14.0,,3,0
2765,1,24.0,33.0,20.0,55.0,1.0,H38309-04-01,0,31.0,,3,0
2766,1,27.0,,,55.0,1.0,H38310-04-01,0,41.0,4.0,3,0
2767,1,28.0,73.0,19.0,55.0,0.0,H38401-04-01,0,34.0,3.0,3,0
2768,1,67.0,,,55.0,0.0,H38402-04-01,0,22.0,7.0,3,0
2769,1,27.0,31.0,19.0,55.0,1.0,H38403-04-01,0,32.0,7.0,3,0
2770,2,56.0,,,55.0,0.0,H38404-04-01,0,17.0,,3,0
2771,1,62.0,,,55.0,1.0,H38405-04-01,0,34.0,12.0,3,0
2772,2,27.0,41.0,1.0,55.0,1.0,H38406-04-01,0,16.0,,3,0
2773,1,63.0,,,55.0,1.0,H38407-04-01,0,17.0,30.0,3,0
2774,1,25.0,73.0,19.0,55.0,1.0,H38408-04-01,0,41.0,,3,1
2775,2,34.0,41.0,19.0,55.0,0.0,H38409-04-01,1,14.0,,3,0
2776,2,47.0,,,55.0,1.0,H38410-04-01,0,17.0,,3,0
2777,2,30.0,,,57.0,1.0,H38501-04-01,0,17.0,,3,0
2778,2,43.0,1.0,19.0,57.0,0.0,H38502-04-01,1,,,3,0
2779,2,38.0,,,57.0,0.0,H38503-04-01,1,,7.0,3,0
2780,1,33.0,2.0,1.0,57.0,0.0,H38504-04-01,0,15.0,,3,0
2781,1,52.0,,,57.0,1.0,H38505-04-01,0,17.0,7.0,3,0
2782,1,33.0,1.0,19.0,57.0,1.0,H38506-04-01,1,11.0,7.0,3,0
2783,1,46.0,,,57.0,0.0,H38507-04-01,0,17.0,30.0,3,0
2784,2,68.0,,,57.0,,H38508-04-01,1,,7.0,3,0
2785,2,39.0,,,57.0,0.0,H38509-04-01,0,14.0,,3,0
2786,1,42.0,,,57.0,1.0,H38510-04-01,0,15.0,6.0,3,0
2787,2,45.0,,,57.0,0.0,H38601-04-01,1,13.0,3.0,3,0
2788,2,40.0,73.0,19.0,57.0,1.0,H38602-04-01,1,,4.0,3,0
2789,1,25.0,70.0,19.0,57.0,1.0,H38603-04-01,0,15.0,7.0,3,0
2790,1,53.0,,,57.0,0.0,H38604-04-01,0,14.0,,3,0
2791,2,34.0,15.0,19.0,57.0,0.0,H38605-04-01,0,17.0,14.0,3,0
2792,1,27.0,14.0,19.0,57.0,1.0,H38606-04-01,0,31.0,,3,0
2793,1,42.0,,,57.0,1.0,H38607-04-01,0,15.0,,3,0
2794,1,29.0,17.0,19.0,57.0,1.0,H38608-04-01,1,13.0,4.0,3,0
2795,2,30.0,,,57.0,1.0,H38609-04-01,0,16.0,3.0,3,0
2796,2,24.0,17.0,19.0,57.0,1.0,H38610-04-01,0,17.0,,3,0
2797,1,36.0,73.0,23.0,57.0,0.0,H38701-04-01,0,51.0,,3,0
2798,2,51.0,23.0,19.0,57.0,1.0,H38702-04-01,0,17.0,14.0,3,0
2799,1,26.0,,,57.0,0.0,H38703-04-01,0,17.0,,3,0
2800,1,80.0,,,57.0,0.0,H38704-04-01,1,,,3,0
2801,2,38.0,,,57.0,1.0,H38705-04-01,0,31.0,7.0,3,1
2802,1,25.0,17.0,19.0,57.0,1.0,H38706-04-01,0,17.0,,3,1
2803,2,78.0,,,57.0,1.0,H38707-04-01,1,,7.0,3,1
2804,2,64.0,,,57.0,1.0,H38708-04-01,1,,2.0,3,1
2805,2,92.0,,,57.0,0.0,H38709-04-01,1,,7.0,3,0
2806,1,39.0,,,57.0,1.0,H38710-04-01,0,15.0,,3,0
2807,1,83.0,,,57.0,1.0,H38801-04-01,0,14.0,,3,0
2808,2,42.0,2.0,19.0,57.0,0.0,H38802-04-01,0,17.0,,3,0
2809,2,34.0,,,57.0,0.0,H38803-04-01,1,11.0,7.0,3,0
2810,1,50.0,,,57.0,1.0,H38804-04-01,0,51.0,4.0,3,0
2811,1,53.0,,,57.0,1.0,H38805-04-01,0,34.0,14.0,3,0
2812,2,73.0,,,57.0,0.0,H38806-04-01,1,10.0,2.0,3,0
2813,1,62.0,,,57.0,1.0,H38807-04-01,0,33.0,14.0,3,0
2814,2,41.0,1.0,19.0,57.0,0.0,H38808-04-01,1,11.0,,3,0
2815,1,30.0,12.0,19.0,57.0,0.0,H38809-04-01,0,34.0,,3,0
2816,1,29.0,,,42.0,0.0,H38901-04-01,0,31.0,,3,0
2817,2,21.0,33.0,5.0,31.0,1.0,H38902-04-01,0,34.0,,3,1
2818,1,22.0,17.0,19.0,65.0,1.0,H38903-04-01,0,34.0,,3,1
2819,2,36.0,,,18.0,1.0,H38904-04-01,0,33.0,,3,1
2820,1,45.0,,,11.0,1.0,H38905-04-01,0,61.0,,3,1
2821,2,41.0,23.0,19.0,43.0,0.0,H38906-04-01,0,13.0,4.0,3,1
2822,2,38.0,73.0,19.0,65.0,1.0,H38907-04-01,0,51.0,,3,1
2823,1,27.0,,,65.0,1.0,H38908-04-01,0,34.0,7.0,3,1
2824,1,35.0,,,35.0,,H38909-04-01,0,15.0,,3,1
2825,1,27.0,41.0,1.0,55.0,1.0,H38910-04-01,0,51.0,,3,1
2826,1,24.0,21.0,19.0,58.0,1.0,H39001-04-01,0,16.0,,3,0
2827,1,37.0,13.0,19.0,58.0,1.0,H39002-04-01,0,31.0,,3,0
2828,1,44.0,,19.0,58.0,,H39003-04-01,0,34.0,,3,0
2829,2,72.0,,,58.0,0.0,H39004-04-01,1,,,3,0
2830,1,29.0,17.0,19.0,58.0,1.0,H39005-04-01,0,34.0,,3,0
2831,2,47.0,,,58.0,1.0,H39006-04-01,0,22.0,,3,0
2832,2,50.0,,,57.0,1.0,H39007-04-01,0,14.0,,3,0
2833,2,51.0,,19.0,58.0,1.0,H39008-04-01,0,14.0,,3,0
2834,2,47.0,,,58.0,1.0,H39009-04-01,1,14.0,2.0,3,0
2835,2,39.0,,,58.0,1.0,H39010-04-01,1,13.0,4.0,3,0
2836,1,27.0,17.0,19.0,12.0,1.0,H39101-04-01,0,32.0,,3,0
2837,1,63.0,,,12.0,1.0,H39102-04-01,0,22.0,,3,0
2838,1,68.0,,,12.0,0.0,H39103-04-01,0,14.0,8.0,3,0
2839,1,26.0,17.0,19.0,12.0,0.0,H39104-04-01,0,16.0,3.0,3,0
2840,2,23.0,14.0,19.0,12.0,1.0,H39105-04-01,0,14.0,,3,0
2841,1,53.0,,,12.0,1.0,H39106-04-01,0,34.0,7.0,3,0
2842,1,28.0,,,12.0,1.0,H39107-04-01,0,41.0,,3,0
2843,2,19.0,17.0,19.0,12.0,1.0,H39109-04-01,0,15.0,,3,0
2844,2,74.0,,,12.0,0.0,H39110-04-01,1,,5.0,3,0
2845,1,26.0,17.0,19.0,11.0,1.0,H39301-04-01,0,34.0,5.0,3,0
2846,1,28.0,,,11.0,1.0,H39302-04-01,0,17.0,,3,0
2847,2,58.0,,,11.0,0.0,H39303-04-01,1,12.0,21.0,3,0
2848,1,45.0,73.0,19.0,11.0,0.0,H39304-04-01,0,16.0,,3,0
2849,1,80.0,,,11.0,0.0,H39305-04-01,0,41.0,30.0,3,0
2850,2,33.0,,,11.0,1.0,H39307-04-01,1,,7.0,3,0
2851,1,36.0,73.0,19.0,11.0,1.0,H39308-04-01,0,41.0,,3,0
2852,1,59.0,,,11.0,1.0,H39309-04-01,0,17.0,,3,0
2853,1,41.0,15.0,19.0,11.0,1.0,H39310-04-01,0,41.0,,3,0
2854,1,63.0,,,43.0,0.0,H39401-04-01,0,21.0,30.0,3,0
2855,1,54.0,2.0,19.0,43.0,0.0,H39402-04-01,0,17.0,3.0,3,0
2856,1,29.0,3.0,10.0,43.0,1.0,H39403-04-01,0,41.0,7.0,3,0
