,hh,ctotal,inctotal,wtotal,sex,region,urban,classeduc
685,H15904-04-01,1562.689918352394,73.57242618378278,1540.603707736199,2.0,2.0,0.0,
686,H15905-04-01,1250.3506548836954,162.88233062741344,78.69595749414358,1.0,2.0,0.0,34.0
687,H15907-04-01,674.8242515813698,39.82759291444935,746.043229092935,1.0,2.0,0.0,17.0
688,H15908-04-01,,28.062124377756632,186.30810402101895,2.0,2.0,0.0,
689,H15909-04-01,1542.880000136344,270218.4861610336,12888.567698994344,1.0,2.0,0.0,51.0
690,H15909-04-02,730.8109243386377,66.49034118870128,565.5128108300084,2.0,2.0,0.0,33.0
691,H15909-04-03,1243.2002093732115,73083.54368765467,265.3965964208306,1.0,2.0,0.0,
692,H15910-04-01,431.0793829449398,-37461.32699869395,213.2586566055515,1.0,2.0,0.0,15.0
693,H16201-04-01,561.8563603062894,296166.8941393475,147.47078665652154,2.0,2.0,0.0,
694,H16201-04-02,1011.1653640299401,36.68427528769193,5734.302491595563,1.0,2.0,0.0,17.0
695,H16202-04-01,262.5413515654194,-18832.07331259243,33.85047233548317,1.0,2.0,0.0,
696,H16203-04-01,593.4048370537046,493476.06411597546,95.74595850087594,2.0,2.0,0.0,12.0
697,H16204-04-01,1027.416432917939,670687.2412907637,374.9030807048136,1.0,2.0,0.0,17.0
698,H16205-04-01,1854.1333258658128,1219238.3936647587,401.69281440022655,2.0,2.0,0.0,
699,H16206-04-01,485.112856404438,,151.87289969104458,1.0,2.0,0.0,17.0
700,H16207-04-01,758.2639701965921,-33654.651785232185,113.17098926252956,2.0,2.0,0.0,12.0
701,H16208-04-01,2969.159602467423,73749.41258491368,416.3972080837928,1.0,2.0,0.0,17.0
702,H16209-04-01,763.619874388595,-11358.434767647128,364.27485360678077,1.0,2.0,0.0,17.0
703,H16210-04-01,2272.077274218487,-195466.8245342581,785.777176662361,1.0,2.0,0.0,41.0
704,H16302-04-01,591.1258309461823,-23772.618123262124,129.30651807328195,2.0,2.0,0.0,15.0
705,H16304-04-01,2372.558210169545,-22515.664368047015,277.96026384247267,1.0,2.0,0.0,41.0
706,H16305-04-01,,25694.243566411016,385.3912144809829,1.0,2.0,0.0,17.0
707,H16305-04-02,422.1966172510036,-0.5417870868992262,228.27295928020726,1.0,2.0,0.0,14.0
708,H16305-04-03,427.79508381562897,,174.09425059028464,2.0,2.0,0.0,16.0
709,H16306-04-01,3769.999798414227,-24426.274812872798,586.1177814793499,1.0,2.0,1.0,51.0
710,H16307-04-01,1080.1157477690217,325642.4333991673,510.80655816077433,1.0,2.0,0.0,61.0
711,H16308-04-01,1965.0771951125175,-26834.25476556551,48.02454820314971,2.0,2.0,0.0,41.0
712,H16308-04-02,1353.2193808071252,1068.7215082307846,89.58869901005805,1.0,2.0,0.0,41.0
713,H16309-04-01,546.2064713438537,382147.46193479054,,2.0,2.0,0.0,
714,H16310-04-01,1045.8657925502662,340211.2136654094,191.7926287623261,2.0,2.0,0.0,
715,H16401-04-01,2286.849799609398,-111990.95722464177,3332.174541044004,1.0,2.0,0.0,17.0
716,H16402-04-01,719.5969700800185,210007.3474093514,152.36364417510597,1.0,2.0,1.0,17.0
717,H16403-04-01,546.0125581137773,,240.8447001900471,2.0,2.0,0.0,
718,H16404-04-01,1187.8929365038969,-59917.42954624463,18348.327976878812,2.0,2.0,0.0,22.0
719,H16405-04-01,1097.7099258233861,1030537.4315238831,152.60067321742355,1.0,2.0,0.0,
720,H16405-04-02,710.0824675366574,-4654.776411261714,150.06336986226452,1.0,2.0,0.0,41.0
721,H16406-04-01,1036.8146452995686,-36745.80714446614,130.48988683675174,1.0,2.0,0.0,17.0
722,H16407-04-01,1245.4901843364567,1341527.7887125243,242.3132654351083,2.0,2.0,0.0,12.0
723,H16408-04-01,1039.3036239298553,280397.357930452,391.3726378088265,2.0,2.0,0.0,13.0
724,H16409-04-01,1799.673022623535,-38650.78143883212,12596.261270733223,1.0,2.0,0.0,17.0
725,H16409-04-02,1139.8291615190262,-29026.601769407804,431.3415703770405,1.0,2.0,0.0,16.0
726,H16409-04-03,2415.5127941114265,195840.86875365055,362.8343797877458,1.0,2.0,0.0,14.0
727,H16409-04-04,1242.6986889753325,381.1996231203256,1146.4986446240162,1.0,2.0,0.0,34.0
728,H16410-04-01,1109.1339013325185,108429.73553285406,286.00308147568086,2.0,2.0,0.0,16.0
729,H16501-04-01,705.6282179405116,1181729.1415718806,19.765496300854668,2.0,2.0,0.0,
730,H16501-04-02,954.583319860625,520973.9364394884,236.9533063483821,2.0,2.0,0.0,16.0
731,H16502-04-01,844.4991308394794,712133.3191240435,115.29872842165223,1.0,2.0,0.0,14.0
732,H16503-04-01,929.2863634020516,726885.3024181824,259.96556102340566,1.0,2.0,0.0,32.0
733,H16505-04-01,2067.324501985688,-15095.07057715479,953.1361549523251,1.0,2.0,0.0,16.0
734,H16505-04-02,268.94487288048157,681839.6720732147,75.67242653745375,1.0,2.0,0.0,17.0
735,H16506-04-01,1994.5581933818007,1309114.9120448949,1239.0037958961675,1.0,2.0,0.0,31.0
736,H16507-04-01,1826.771091450101,562467.9763879098,458.2696202340824,2.0,2.0,0.0,13.0
737,H16508-04-01,1343.8191918361704,-34374.9055107254,260.5086645631482,1.0,2.0,0.0,41.0
738,H16509-04-01,3104.3798331680787,27612.562495189482,5835.466500019818,1.0,2.0,0.0,14.0
739,H16510-04-01,902.4779199886531,-28069.579752148376,1986.066350526619,1.0,2.0,0.0,17.0
740,H16604-04-01,1148.7413627889312,263798.9350478706,3745.012507448048,2.0,2.0,1.0,
741,H16606-04-01,822.5374682829741,-1884.3521304885296,793.1820459991123,1.0,2.0,0.0,13.0
742,H16607-04-01,1408.7674474579524,-4267.7308226204495,2102.6461759307335,1.0,2.0,1.0,17.0
743,H16609-04-01,2516.6601178917836,1126.6145192969132,29620.79237308637,1.0,2.0,1.0,36.0
744,H16611-04-01,2452.092829975659,-26587.593951865583,3915.581419970237,1.0,2.0,1.0,61.0
745,H16701-04-01,1501.9385974910124,236113.8027987898,417.2051659697257,1.0,2.0,0.0,17.0
746,H16702-04-01,3190.767710684884,366478.5665635378,1387.5424633641267,1.0,2.0,0.0,14.0
747,H16703-04-01,767.0474464490354,-3702.8827472740572,571.5627622474256,2.0,2.0,0.0,
748,H16704-04-01,716.6798467107566,40.75639109256867,928.5157516969672,1.0,2.0,0.0,11.0
749,H16704-04-02,1216.0207566115473,487619.9737158105,237.23786370737227,1.0,2.0,1.0,15.0
750,H16705-04-01,2336.1806695998216,425256.4405255101,447.1036933289248,1.0,2.0,0.0,16.0
751,H16707-04-01,1261.7448717045656,-5401.157766188576,594.191683868971,2.0,2.0,0.0,11.0
752,H16708-04-01,991.8037357159351,511636.5074095165,1994.0824722470045,1.0,2.0,0.0,15.0
753,H16709-04-01,780.4058098578835,-1882.986633172109,235.23129008203435,1.0,2.0,0.0,
754,H16710-04-01,1846.939359411069,-32753.378438718748,1143.961341268857,1.0,2.0,0.0,17.0
755,H16802-04-01,1285.6147341892283,-10978.43835721449,403.6707631198293,1.0,2.0,0.0,14.0
756,H16803-04-01,3769.562853187454,131466.1482263021,1702.8930232196099,1.0,2.0,0.0,15.0
757,H16804-04-01,1042.1792295923635,-12091.90698395194,751.2230290810222,2.0,2.0,0.0,12.0
758,H16804-04-03,1147.2960828213515,-14640.327352525677,292.8773015669317,2.0,2.0,0.0,16.0
759,H16806-04-01,1053.2668067009072,-25.548782475938566,1894.2597292874448,2.0,2.0,0.0,
760,H16806-04-02,1305.1888458938213,468880.0673368491,84.81842644388863,1.0,2.0,0.0,16.0
761,H16807-04-01,969.2498816707619,-9307.87987525629,423.3671884036835,1.0,2.0,0.0,17.0
762,H16808-04-01,926.0338699707332,37.76166201113996,1122.321515907301,2.0,2.0,0.0,12.0
763,H16809-04-01,706.3143406776616,124.84143164943312,1480.734435784039,2.0,2.0,0.0,
764,H16809-04-02,936.2649380536939,-1861.6861107463449,74.66921302325238,1.0,2.0,1.0,15.0
765,H16809-04-03,670.5534943504825,1101.389682752883,188.8529775132024,1.0,2.0,0.0,34.0
766,H16810-04-01,1773.0125073087765,-33.59664895585921,2191.3555712219304,2.0,2.0,0.0,15.0
767,H17002-04-01,3936.7828524357274,210.73911266629113,902.4333430901457,1.0,2.0,0.0,51.0
768,H17003-04-01,3654.084042761433,387733.21004721074,1898.1205792416818,1.0,2.0,0.0,14.0
769,H17005-04-01,1041.665721129747,116.16667950277916,627.1208930704064,2.0,2.0,0.0,17.0
770,H17006-04-01,1157.9269815996788,346.17592858410455,1255.6232845273792,2.0,2.0,0.0,15.0
771,H17007-04-01,667.6732543147131,52.1959547347007,157.31280801986182,2.0,2.0,0.0,
772,H17007-04-02,541.9740036898587,-8466.96952241494,181.3678077650659,1.0,2.0,0.0,14.0
773,H17008-04-01,1384.9304543550236,43777.32677034345,739.2390302327129,2.0,2.0,0.0,15.0
774,H17009-04-01,1594.2964396749755,341731.7341079809,228.35730196431555,1.0,2.0,0.0,31.0
775,H17009-04-02,977.0792749371395,448.5589860013341,239.9564030164713,1.0,2.0,0.0,16.0
776,H17010-04-01,3398.826585807927,73430.79875222822,4800.215476053065,1.0,2.0,0.0,51.0
777,H17102-04-01,1024.9528109959563,58246.42302211296,144.11536511519418,1.0,2.0,0.0,17.0
778,H17103-04-01,3612.2464340135775,4650.377084338331,17034.161718723255,2.0,2.0,0.0,16.0
779,H17105-04-01,309.17622017451987,-3710.851988692914,222.65926894187598,2.0,2.0,0.0,
780,H17107-04-01,227.7527816300888,338726.73526109016,25.103741106191897,1.0,2.0,0.0,15.0
781,H17108-04-01,1061.6137372094704,126.714275242118,936.5692775531288,2.0,2.0,0.0,
782,H17109-04-01,2699.9255470876824,33083.67793542024,460.0533424460819,1.0,2.0,0.0,16.0
783,H17110-04-01,3193.6542815753046,-36324.69777804351,8707.602060644364,2.0,2.0,0.0,12.0
784,H17202-04-01,1566.0673692536739,28732.260244997164,1163.9295330824011,1.0,2.0,0.0,16.0
785,H17203-04-01,1546.066322401082,192.85680943265623,4261.901899593351,1.0,2.0,0.0,15.0
786,H17204-04-01,1813.9336234860373,486114.48920565884,723.0959096243869,1.0,2.0,0.0,33.0
787,H17205-04-01,1356.494356429618,208314.743559892,657.1511835418197,1.0,2.0,0.0,17.0
788,H17206-04-01,2068.745707973196,391711.1214094018,2976.1086379933995,1.0,2.0,1.0,32.0
789,H17207-04-01,2965.921659371027,-12299.94888850544,541.451697186498,1.0,2.0,0.0,32.0
790,H17208-04-01,1003.9394924272005,9.099589337495473,388.00648935080704,1.0,2.0,0.0,14.0
791,H17210-04-01,1678.4090156264438,460127.75285623607,2316.9095879608285,1.0,2.0,0.0,33.0
792,H17301-04-01,1504.179563670803,171392.6725204366,3117.0522490954036,1.0,2.0,0.0,17.0
793,H17302-04-01,686.1208052080136,701517.4521472567,177.95692652228954,1.0,2.0,0.0,23.0
794,H17308-04-01,2386.061431222433,-21084.30737777482,308.19533120962274,1.0,2.0,0.0,16.0
795,H17309-04-01,886.8880803994879,511498.98338533577,934.6811918968269,2.0,2.0,0.0,10.0
796,H17310-04-01,1752.1244330145748,818245.7323563475,1767.620987348561,1.0,2.0,0.0,16.0
797,H17401-04-01,2471.5892167222964,465393.72361979884,2887.742384994655,1.0,2.0,1.0,41.0
798,H17401-04-02,794.7559052173941,-94.24269604876514,307.0137059742465,2.0,2.0,1.0,34.0
799,H17403-04-01,479.66014185540655,275886.4318362943,1476.3546445024497,2.0,2.0,1.0,
800,H17404-04-01,1627.5304402386462,-1758.0409207778762,461.3380149940906,1.0,2.0,1.0,16.0
801,H17406-04-01,1874.1126893921332,230.8514988004449,1173.966554769377,1.0,2.0,1.0,17.0
802,H17408-04-01,2807.614327180028,-765.3404926895598,5594.990611471165,1.0,2.0,0.0,36.0
803,H17409-04-01,2108.1414711768357,-14758.193057370392,3579.648849412957,1.0,2.0,1.0,51.0
804,H17410-04-01,1902.6875388991652,132.3022463761511,3751.2217746487327,1.0,2.0,1.0,34.0
805,H17502-04-01,2304.8365025076487,-16419.368510970497,2278.7911141208315,2.0,2.0,0.0,34.0
806,H17503-04-01,2591.3357747626374,1014751.2781508226,1164.8276883799533,1.0,2.0,0.0,17.0
807,H17504-04-02,1630.1792642266314,77514.30975079707,616.7478801982367,2.0,2.0,0.0,
808,H17506-04-01,3356.2477073860055,-39005.7859690316,672.7790767508867,1.0,2.0,0.0,32.0
809,H17507-04-01,1185.1876380801552,548220.6776517777,1493.4906846509816,1.0,2.0,0.0,51.0
810,H17508-04-01,249.97391958477203,-0.5094082786298121,26.743934628065126,2.0,2.0,0.0,
811,H17509-04-01,2673.1482232410776,29.10578678978771,697.4474159502878,1.0,2.0,0.0,16.0
812,H17511-04-01,1645.9709208641555,1181997.8887590014,500.31170222570825,1.0,2.0,0.0,16.0
813,H17511-04-02,661.4302634951945,-995.4692842608513,138.44989287045962,1.0,2.0,0.0,34.0
814,H17511-04-03,1003.3159910670312,5244.90402307816,417.3509254202817,1.0,2.0,0.0,15.0
815,H17601-04-01,1926.144558255552,-16506.883094165343,2195.5538759683614,1.0,2.0,0.0,16.0
816,H17602-04-01,784.4573976068096,-32472.885105697773,169.61634525091563,1.0,2.0,0.0,36.0
817,H17604-04-01,1232.9584924193255,262020.05549959504,258.990983531105,2.0,2.0,0.0,
818,H17605-04-01,956.9128147310238,-20977.110407530898,378.17893286631187,2.0,2.0,0.0,16.0
819,H17606-04-01,880.2025012528801,188033.63240922615,305.5800131464738,1.0,2.0,0.0,15.0
820,H17608-04-01,1015.2957799203948,656091.770451882,511.7609043407454,1.0,2.0,0.0,
821,H17608-04-02,1714.976075694811,-2289.2845587957636,7249.684687528964,1.0,2.0,0.0,36.0
822,H17609-04-01,868.7716810732353,287641.8071583488,780.8247994985225,1.0,2.0,0.0,16.0
823,H17610-04-01,1585.347640832894,688612.7813529058,3067.905942309676,2.0,2.0,0.0,17.0
824,H17701-04-01,461.6177784860331,-9380.212966612782,193.18965981721595,2.0,2.0,0.0,14.0
825,H17703-04-01,779.5257346974893,71.30917763497987,378.37522826724023,1.0,2.0,0.0,32.0
826,H17704-04-01,1545.8083364056251,-11155.44039094221,447.50147189298593,1.0,2.0,0.0,14.0
827,H17707-04-02,676.6559523980069,-9314.186883136736,547.9273405507507,2.0,2.0,0.0,
828,H17707-04-03,1618.895934794014,-9106.702896366503,782.3405534824825,1.0,2.0,0.0,41.0
829,H17707-04-04,859.478142822893,268.76609703017414,584.8350271376589,1.0,1.0,0.0,17.0
830,H17708-04-01,2629.9067580870965,-8958.774554130845,8942.195869271727,1.0,2.0,0.0,13.0
831,H17708-04-02,764.8008057090635,-1414.4349804859016,164.12649658642638,1.0,2.0,0.0,13.0
832,H17709-04-01,1107.7662452193201,-11752.35641932057,574.4754667634347,1.0,2.0,0.0,34.0
833,H17710-04-01,1299.133196106091,-187651.96316007615,537.0915988127662,2.0,2.0,0.0,17.0
834,H18001-04-01,2470.101393271993,-30226.158280902247,1758.5801292121525,1.0,3.0,0.0,17.0
835,H18001-04-02,696.1847030412142,98.09542608572316,235.35581706388058,1.0,3.0,0.0,17.0
836,H18005-04-01,1790.4611426900128,384.3290947388408,11337.342267086527,1.0,3.0,1.0,17.0
837,H18010-04-01,2653.2946573842805,-8575.620424099543,50201.34242424203,1.0,3.0,0.0,51.0
838,H18011-04-01,3789.118846415695,-8972.14526935743,31246.870471540933,2.0,3.0,1.0,61.0
839,H18013-04-01,2330.2228375458412,244.7789531786282,137.58579078293158,1.0,3.0,1.0,31.0
840,H18102-04-01,2019.491596496951,549665.2710736266,165.5794081654997,2.0,3.0,0.0,
841,H18103-04-01,1201.475811454028,165894.4063340272,1336.105142234764,1.0,3.0,0.0,16.0
842,H18103-04-02,1628.0892917920116,797995.6904083254,1664.091089035839,1.0,3.0,0.0,41.0
843,H18104-04-01,532.9866046692491,-1220.7611598691549,137.1763721738851,1.0,3.0,0.0,13.0
844,H18104-04-02,830.7721298339906,1518929.4663006521,133.17387855607942,1.0,3.0,0.0,32.0
845,H18104-04-03,405.1525521138448,183.7862517774383,75.31122331857568,1.0,3.0,0.0,14.0
846,H18104-04-04,856.6113044545709,482047.33260888787,331.4781863372148,1.0,3.0,0.0,16.0
847,H18105-04-01,1427.347784171189,18933.568982391313,128.24737304250203,1.0,3.0,0.0,17.0
848,H18106-04-01,767.3649608924859,676673.3493129752,168.2849540505569,1.0,3.0,0.0,16.0
849,H18107-04-01,795.9355254386896,-16769.160980099132,1622.2453126802882,2.0,3.0,0.0,11.0
850,H18108-04-01,1533.0705203088035,228443.55033089174,415.57184794478354,2.0,3.0,0.0,15.0
851,H18109-04-01,839.1521117093365,833414.9487516198,324.8458759325327,1.0,3.0,0.0,23.0
852,H18110-04-01,1701.1390306885557,772.1627955953206,,1.0,3.0,0.0,17.0
853,H18201-04-01,481.8362569046002,642085.670561764,2246.9048249437315,1.0,3.0,0.0,14.0
854,H18202-04-02,780.1845345206235,205.9520071584913,173.98651578233563,1.0,3.0,0.0,16.0
855,H18202-04-03,459.686873573246,8084.616929981474,88.80561743056715,1.0,3.0,0.0,16.0
856,H18202-04-04,1125.5477683485597,558338.7888258656,635.7757264212851,1.0,3.0,0.0,14.0
857,H18202-04-05,1071.5394540744599,86.99325789116781,237.41909966131223,1.0,3.0,0.0,17.0
858,H18202-04-06,565.0538423962381,,77.58381334271029,1.0,3.0,0.0,31.0
859,H18203-04-01,1303.939081089895,-3535.0176679093493,1323.3608564558303,1.0,3.0,0.0,15.0
860,H18204-04-01,861.9009423264548,648784.1421244623,114.36451845914581,2.0,3.0,0.0,
861,H18204-04-02,605.7008565678382,421773.29393090983,100.10989187030856,1.0,3.0,0.0,13.0
862,H18205-04-01,1995.7067397760027,47.72837046449102,203.0291451297195,1.0,3.0,0.0,15.0
863,H18205-04-02,886.4406828343581,1637326.7613812995,87.50612850534165,1.0,3.0,0.0,17.0
864,H18206-04-01,1472.6957330676757,6603.374505399202,318.695159371306,1.0,3.0,0.0,51.0
865,H18206-04-02,689.6779313309892,473429.3847528386,212.28338581851403,2.0,3.0,0.0,16.0
866,H18207-04-01,1467.2862830976974,248669.32693921225,1705.430326574769,2.0,3.0,0.0,
867,H18207-04-02,539.5389809181737,20.90402976901355,156.24269107354127,1.0,3.0,0.0,16.0
868,H18208-04-01,1581.9384819799918,-5577.331773346113,207.4348408649033,1.0,3.0,0.0,14.0
869,H18209-04-01,930.6828706723438,-19122.566159750662,206.24651558364374,2.0,3.0,0.0,
870,H18209-04-02,1228.1563160311923,12373.910128282476,263.8795489365424,1.0,3.0,0.0,15.0
871,H18210-04-01,2815.8267691739507,-19620.895559303135,9390.559717443688,1.0,3.0,0.0,51.0
872,H18210-04-02,1332.8816996558428,-18399.60566944689,3900.5602006952377,2.0,3.0,0.0,
873,H18210-04-03,411.62309858837574,17.277827608940278,209.1462908466827,2.0,3.0,0.0,17.0
874,H18210-04-05,2561.6608878008165,2682.2608978273133,2047.5713855200515,1.0,3.0,0.0,41.0
875,H18301-04-01,991.6148455820901,1477344.194204696,133.27962337720962,2.0,3.0,0.0,
876,H18301-04-02,620.0211422474744,-9300.690364816423,183.48522676320457,1.0,3.0,0.0,16.0
877,H18301-04-03,904.5677202869481,72904.90030877879,310.8051921845227,1.0,3.0,0.0,17.0
878,H18301-04-04,640.4276940643455,11367.886052450349,166.55175218769725,2.0,3.0,0.0,
879,H18301-04-05,771.3170217662505,214534.75328270812,435.328761363719,1.0,3.0,0.0,16.0
880,H18301-04-06,1194.8367669988627,971110.5612621545,2692.8840698063577,1.0,3.0,0.0,16.0
881,H18301-04-07,852.1584464816481,4710.908632923681,149.80473028074948,1.0,3.0,0.0,17.0
882,H18302-04-01,284.5090658701748,90.22793991576194,46.56925886366032,1.0,3.0,0.0,15.0
883,H18303-04-01,799.6814920494173,818511.0842467253,242.66949735985503,1.0,3.0,0.0,15.0
884,H18305-04-01,1321.839307058209,-4495.825356484558,1820.9307860360932,2.0,3.0,0.0,14.0
885,H18306-04-01,554.8290606803282,411212.5049889406,73.85593397908632,2.0,3.0,0.0,15.0
886,H18307-04-01,1215.6031852754838,1265724.3950261285,14925.083643468262,2.0,3.0,0.0,17.0
887,H18308-04-01,499.9848795585678,1067732.5342838417,47.97834702834742,1.0,3.0,0.0,14.0
888,H18309-04-01,1315.1117438085967,388271.9801796603,144.29578053638323,1.0,3.0,0.0,16.0
889,H18311-04-01,1271.6826503698635,99.23733475037493,2125.430741905665,1.0,3.0,0.0,16.0
890,H18601-04-01,1174.856245127232,-4543.67572239247,1274.1317421362635,2.0,3.0,0.0,
891,H18601-04-02,775.2290809317187,220859.8377567991,874.6127997761528,1.0,3.0,0.0,34.0
892,H18601-04-03,934.5510481360603,-12107.74045720101,157.00688077501633,2.0,3.0,0.0,
893,H18601-04-04,1532.9057111997463,2830.686416288411,328.0579550138529,1.0,3.0,0.0,16.0
894,H18602-04-01,644.5476484598487,-13109.511680561507,402.5694135362512,1.0,3.0,0.0,34.0
895,H18603-04-01,1450.777942536968,65608.09328984492,385.6516749646871,2.0,3.0,0.0,16.0
896,H18604-04-01,1553.084783103072,-69837.06151247553,11388.730548509056,1.0,3.0,0.0,17.0
897,H18605-04-01,2779.457109490777,353858.9292558265,1296.117067982734,1.0,3.0,0.0,32.0
898,H18606-04-01,2093.226740351043,-18001.459571760635,2930.8276724196135,2.0,3.0,0.0,
899,H18607-04-01,1572.968303627113,328756.392592115,646.8058362543378,1.0,3.0,0.0,41.0
900,H18608-04-01,529.1326272269172,438052.79963402863,2088.681423264147,1.0,3.0,0.0,15.0
901,H18609-04-01,1955.9088722737338,512650.4479552524,953.5783397004199,1.0,3.0,0.0,21.0
902,H18610-04-01,3040.3120959015946,-421814.95423410286,21265.410286823804,2.0,3.0,0.0,16.0
903,H18708-04-01,1150.6248725476275,963309.2691404158,2013.9211121744981,1.0,3.0,0.0,16.0
904,H18712-04-01,2806.787270811885,140660.76181360005,311.44949719250445,1.0,3.0,0.0,17.0
905,H18801-04-01,1284.7294289012293,-246.3139052925109,223.75073594649297,1.0,3.0,0.0,15.0
906,H18801-04-02,963.0807256720645,-52.37275173359186,122.80507303049127,1.0,3.0,0.0,36.0
907,H18802-04-01,754.9313448601185,84704.49750701038,220.4763349326419,1.0,3.0,0.0,22.0
908,H18803-04-01,714.4743012223138,71.95799413216889,118.6060811683849,2.0,3.0,0.0,
909,H18804-04-01,1829.2176819282938,960728.3937757825,191.07024597979378,2.0,3.0,0.0,
910,H18805-04-01,2587.7227390130506,-1923.2467221605689,2608.6061410347234,1.0,3.0,0.0,17.0
911,H18806-04-01,1127.6395235329226,-4623.532741463221,1053.5952883233617,1.0,3.0,0.0,33.0
912,H18806-04-02,716.6759585502963,485812.6309296325,232.60725597540113,1.0,3.0,0.0,17.0
913,H18806-04-03,1550.0023724758828,-16726.4909216993,2092.1878522825864,1.0,3.0,0.0,31.0
914,H18807-04-01,1089.0642829456976,-453.80905099166046,185.29118371953533,2.0,3.0,0.0,
915,H18808-04-01,1307.140884729366,-1083.742328803029,118.96990350325727,2.0,3.0,0.0,
916,H18808-04-02,440.42076382851064,14049.491159244524,123.82760706128794,2.0,3.0,0.0,
917,H18808-04-03,693.6315432154735,13918.267347585193,133.66633892300663,1.0,3.0,0.0,13.0
918,H18809-04-01,1602.2278560456473,44022.46310368585,357.72419817705406,1.0,3.0,0.0,17.0
919,H18810-04-01,1206.0180554376773,-4657.123540850974,117.74839355276515,1.0,3.0,0.0,13.0
920,H18901-04-01,213.60281489416062,,23.12990260971488,2.0,3.0,0.0,
921,H18902-04-01,752.3459750448848,63.4038923735536,89.94962126000232,1.0,3.0,0.0,
922,H18904-04-01,1057.220119919603,-1698.6545405377922,398.458465116247,1.0,3.0,0.0,15.0
923,H18905-04-01,908.644578673248,585316.3238515476,63.432583878976544,2.0,3.0,0.0,
924,H18907-04-01,1425.2425703319552,46.31487641611956,91.41818650506359,2.0,3.0,0.0,
925,H18908-04-01,954.2435446845352,889129.1286084263,1210.2937004108724,1.0,3.0,0.0,15.0
926,H18909-04-01,1513.827676069472,468879.5236289873,1833.745381964242,1.0,3.0,0.0,13.0
927,H18910-04-01,800.9179276513518,79928.84533130731,354.135053998629,1.0,3.0,0.0,13.0
928,H19001-04-01,810.2389372513313,-43853.7905850609,26943.299679739113,1.0,3.0,0.0,15.0
929,H19001-04-02,652.407789011914,-11166.581143090336,63.688821413865035,1.0,3.0,0.0,41.0
930,H19002-04-01,1403.6430595281013,47526.68489696895,343.88303286394364,1.0,3.0,0.0,17.0
931,H19004-04-01,796.549500924443,393987.2263251943,10.248775859702421,1.0,3.0,0.0,16.0
932,H19005-04-01,710.4597837029427,135174.49240028425,496.15055992237967,1.0,3.0,0.0,31.0
933,H19006-04-01,521.2234580077231,-3619.4869648292483,39.89702031098442,1.0,3.0,0.0,17.0
934,H19007-04-01,514.5725004546855,147.00002475696752,59.01725131868402,2.0,3.0,0.0,
935,H19008-04-01,990.6941143183278,37155.695653003466,179.71567186437198,2.0,3.0,0.0,13.0
936,H19008-04-02,668.6377560763926,99064.47705260936,185.4063621889844,1.0,3.0,0.0,41.0
937,H19008-04-03,1061.7726721792928,6231.8566174174675,158.60504646661636,1.0,3.0,0.0,51.0
938,H19008-04-04,758.513949074142,93595.66876303082,185.4063621889844,1.0,3.0,0.0,22.0
939,H19009-04-01,2225.131409227635,467526.5140486904,1590.931302419004,1.0,3.0,1.0,17.0
940,H19010-04-01,1757.6278822172992,54421.37157915299,455.84490435719744,2.0,3.0,0.0,12.0
941,H19101-04-01,726.0234014448142,63.506973583047284,495.64638003320806,2.0,3.0,0.0,
942,H19102-04-01,1742.28097181629,217.16465104547777,2173.836406095573,2.0,3.0,0.0,17.0
943,H19103-04-01,977.5694140507692,701161.9998368254,214.6097727978839,1.0,3.0,0.0,17.0
944,H19104-04-01,817.5610392300339,,584.7021360921938,1.0,3.0,0.0,13.0
945,H19105-04-01,1001.2202869713523,-10140.965083566185,3820.6379279732123,2.0,3.0,0.0,
946,H19106-04-01,1511.4433027268315,-23278.520746925624,1001.4590262277989,2.0,3.0,0.0,
947,H19107-04-01,1353.140034862847,14144.969554611294,491.3667174713525,1.0,3.0,0.0,16.0
948,H19107-04-02,462.88221226652735,6540.521892047313,102.27053701858863,1.0,3.0,1.0,34.0
949,H19107-04-03,952.3637059565209,-23148.591006591476,143.3419184160929,1.0,3.0,0.0,17.0
950,H19108-04-01,649.8356349306409,-4.861451583630094,62.298601775407846,2.0,3.0,0.0,14.0
951,H19108-04-02,1825.88919330652,283540.54021331144,871.8203173309967,1.0,3.0,0.0,17.0
952,H19108-04-03,428.30565222728546,26.51825490697718,130.62032315666465,1.0,3.0,0.0,31.0
953,H19109-04-01,1092.8543160000445,-32253.5646104453,326.61752491499954,2.0,3.0,0.0,17.0
954,H19110-04-01,531.8067924966607,-3552.3743054911683,273.3216112574252,1.0,3.0,0.0,17.0
955,H19201-04-01,3252.5012155573418,256122.2597528158,3603.129518757101,1.0,3.0,0.0,61.0
956,H19203-04-01,4046.862512637022,278802.9544350159,1035.9639341244197,1.0,3.0,0.0,32.0
957,H19204-04-01,939.9978699718177,-15355.616377666618,201.76351408230562,2.0,3.0,0.0,
958,H19205-04-01,645.9367192656794,-14073.072361745508,315.48476747415054,1.0,3.0,0.0,12.0
959,H19205-04-03,1036.0428436098846,192.91129395490404,323.9482922834269,1.0,3.0,0.0,17.0
960,H19207-04-01,3380.970617525118,71051.09607135606,5636.285635644696,1.0,3.0,0.0,34.0
961,H19208-04-01,1453.313612270077,107011.3477476192,4683.012656648671,1.0,3.0,0.0,33.0
962,H19210-04-01,1680.2209719898642,323823.7662215797,1640.4739657636842,1.0,3.0,0.0,41.0
